SOURCE	TARGET
أساعد	أساعد	UC
المسلمات	المسلمات	UC
في	في	UC
بلدي	بلدي	UC
،	،	UC
وأيضا	وأيضا	UC
من	من	UC
ينجح	ينجح	UC
في	في	UC
هذا	هذا	UC
التخصص	التخصص	UC
يحترمه	يحترمه	UC
الناس	الناس	UC
	في	INSERT_XM
بلداني	بلدي	REPLACE_XN
كبارهم	كبارهم	UC
وصغارهم	وصغارهم	UC
	،	INSERT_PM
وهو	وهو	UC
يتاعرف	يتعرف	REPLACE_OD
على	على	UC
كثير	كثير	UC
	من	INSERT_XM
الناس	الناس	UC
مختلفون	مختلفين	REPLACE_XC
.	.	UC
شجعني	شجعتني	REPLACE_XG
أسرتي	أسرتي	UC
في	في	UC
	اختيار	INSERT_XM
هذا	هذا	UC
التخصص	التخصص	UC
	؛	INSERT_PM
ولذلك	ولذلك	UC
حينا	حين	REPLACE_XC
أتذكر	أتذكر	UC
تسجعيهم	تشجعيهم	REPLACE_OR
يكون	يكون	UC
عظمي	عظمي	UC
أقوى	أقوى	UC
على	على	UC
التخصص	التخصص	UC
.	.	UC
وفي	وفي	UC
مرحلة	مرحلة	UC
الثنوية	الثانوية	REPLACE_OH+REPLACE_OM
شجعني	شجعني	UC
المدرسون	المدرسون	UC
على	على	UC
أن	أن	UC
أتمشى	أمشي	REPLACE_OD
حيدا	جيدا	REPLACE_OR
على	على	UC
وصيلة	طريق	REPLACE_SW
هذا	هذا	UC
تخصص	التخصص	REPLACE_XF
،	،	UC
وصديقاتي	وصديقاتي	UC
أيضا	أيضا	UC
شجعني	شجعنني	REPLACE_OM
	،	INSERT_PM
وعندما	وعندما	UC
خرجت	تخرجت	REPLACE_OM
من	من	UC
المدرسة	المدرسة	UC
	،	INSERT_PM
كلما	كلما	UC
قلت	قلت	UC
لأحد	لأحد	UC
	عن	INSERT_XM
تخصصي	تخصصي	UC
شجعني	شجعني	UC
	،	INSERT_PM
ودائما	ودائما	UC
قالوا	قالوا	UC
أن	إن	REPLACE_OH
لدي	لدي	UC
قدرة	قدرة	UC
ولابد	ولابد	UC
أن	أن	UC
أعمل	أعمل	UC
بهذا	بهذه	REPLACE_XG
قدرة	القدرة	REPLACE_XF
.	.	UC

أنا	أنا	UC
كنت	كنت	UC
أفعل	أقوم	REPLACE_SW
واجبي	بواجبي	REPLACE_XM
في	في	UC
حديقة	الحديقة	REPLACE_XF
	،	INSERT_PM
وأريت	ورأيت	REPLACE_OC
رجال	رجالا	REPLACE_XC
يلعبون	يلعبون	UC
كرة	كرة	UC
القدم	القدم	UC
.	،	REPLACE_PC
ھم	هم	REPLACE_OR
لعبوا	لعبوا	UC
لوقت	لوقت	UC
طويل	طويل	UC
	.	INSERT_PM
وبعد	وبعد	UC
ذلك	ذلك	UC
أريت	، رأيت	REPLACE_OC+REPLACE_PM
بنت	بنتا	REPLACE_XC+REPLACE_XN
تقرأ	تقرأ	UC
كتاب	كتابا	REPLACE_XC
عن	عن	UC
الثقافة	الثقافة	UC
العربية	العربية	UC
.	.	UC
بعد	بعد	UC
وقت	وقت	UC
صفير	قصير	REPLACE_OR
	،	INSERT_PM
أنا	أنا	UC
أريت	رأيت	REPLACE_OC
أيض ا	أيضا	MERGE
حديث	حديثا	REPLACE_XC
بين	بين	UC
سيارات	السيارات	REPLACE_XF
في	في	UC
الشارع	الشارع	UC
	،	INSERT_PM
صحاب	أصحاب	REPLACE_OM
من	من	UC
السيارات	السيارات	UC
يتكلمون	يتكلمون	UC
في وقت	لوقت	REPLACE_S
طويل	طويل	UC
	،	INSERT_PM
وبعد	وبعد	UC
ذلك	ذلك	UC
يقودون	، عادوا	REPLACE_MT+REPLACE_OR+REPLACE_PM
الى	إلى	REPLACE_OH
بيتھم	بيوتهم	REPLACE_OR+REPLACE_XN
.	،	REPLACE_PC
أنا	وأنا	REPLACE_MI
ذھبت	ذهبت	REPLACE_OR
الى	إلى	REPLACE_OH
بيتي	بيتي	UC
بعد	بعد	UC
أريت	أن رأيت	REPLACE_X
الحديث	الحديث	UC
في	في	UC
الحديقة	الحديقة	UC
.	.	UC
في	في	UC
بيتي	بيتي	UC
	،	INSERT_PM
أنا	أنا	UC
شھدت	شاهدت	REPLACE_OH+REPLACE_OM
الترفاز	التلفاز	REPLACE_OR
	،	INSERT_PM
وفي	وفي	UC
البرنامج	البرنامج	UC
أريت	، رأيت	REPLACE_OC+REPLACE_PM
بنات	بناتا	REPLACE_OW
يتكلمون	يتكلمن	REPLACE_XG
عن	عن	UC
أصحابھم	أصحابهن	REPLACE_MI+REPLACE_OR
.	.	UC
بعد	بعد	UC
ذلك	ذلك	UC
أريت	، رأيت	REPLACE_OC+REPLACE_PM
خطيبي	خطيبي	UC
يفعل	يقوم	REPLACE_SW
واجبه	بواجبه	REPLACE_XM
	،	INSERT_PM
بعد	وبعد	REPLACE_MI
ذلك	ذلك	UC
	،	INSERT_PM
أكلنا	تناولت	REPLACE_SW
العشاء	العشاء	UC
	،	INSERT_PM
ونمنا	ونمت	REPLACE_XN
.	.	UC

يوميات	يوميات	UC
	.	INSERT_PM
يوم	يوم	UC
الأربعاء	الأربعاء	UC
:	:	UC
إليوم	اليوم	REPLACE_OH
،	،	UC
ذھبت	ذهبت	REPLACE_OR
مع	مع	UC
صاحبتي	صاحبتي	UC
إلى	إلى	UC
نادي	نادي	UC
الرقص	الرقص	UC
،	،	UC
و بعد	وبعد	MERGE
ثلاتة	ثلاث	REPLACE_OD+REPLACE_OR
ساعات	ساعات	UC
،	،	UC
رجعنا	رجعنا	UC
إلى	إلى	UC
قاعة	قاعة	UC
نوم	النوم	REPLACE_XF
في	في	UC
الجامع	الجامعة	REPLACE_XG
	،	INSERT_PM
ونمت	ونمت	UC
كثير	كثيرا	REPLACE_XC
!	!	UC
يوم	يوم	UC
الخميس	الخميس	UC
:	:	UC
اليوم	اليوم	UC
عيد	عيد	UC
الشكر	الشكر	UC
في	في	UC
الولايات	الولايات	UC
المتحدة	المتحدة	UC
،	،	UC
و زرت	وزرت	MERGE
خالتي	خالتي	UC
و أكلت	وأكلت	MERGE
معھم	معهم	REPLACE_OR
،	،	UC
ثم	ثم	UC
زرت	زرت	UC
عامتي	عمتي	REPLACE_OD
	،	INSERT_PM
و تكلمنا	وتكلمنا	MERGE
معا	معا	UC
كل	كامل	REPLACE_SW
المساء	المساء	UC
.	.	UC
يوم	يوم	UC
الجمعة	الجمعة	UC
:	:	UC
اليوم	اليوم	UC
،	،	UC
درست	درست	UC
كثيرا	كثيرا	UC
لكل	كل	REPLACE_MI
صفوفي	المواد	REPLACE_SW
.	،	REPLACE_PC
كتبت	كتبت	UC
مقالة	مقالة	UC
لصف	لمادة	REPLACE_SW
واحدة	واحدة	UC
،	،	UC
و عملت	وعملت	MERGE
كل	كل	UC
الواجب	الواجب	UC
لصف	لمادة	REPLACE_SW
	اللغة	INSERT_XM
العربية	العربية	UC
.	.	UC
يوم	يوم	UC
السبت	السبت	UC
:	:	UC
اليوم	اليوم	UC
،	،	UC
يجب	يجب	UC
أن	أن	UC
أحصل	أحصل	UC
على	على	UC
وظيفة	وظيفة	UC
جديدة	جديدة	UC
،	،	UC
فبحثت	فبحثت	UC
عن	عن	UC
رب	رب	UC
العمل	العمل	UC
جانب	جانب	UC
جامعة	جامعة	UC
يوتا	يوتا	UC
،	،	UC
و وجدت	ووجدت	MERGE
وظيفة	وظيفة	UC
عند	عند	UC
٥٠٠	500	REPLACE_OR
شرق	شرقا	REPLACE_XC+REPLACE_XN
و ٢٣٠	و230	REPLACE_X
جنوب	جنوبا	REPLACE_XC
.	.	UC
يوم	يوم	UC
الأحد	الأحد	UC
:	:	UC
اليوم	اليوم	UC
،	،	UC
نمت	نمت	UC
كثيرا	كثيرا	UC
مرى	مرة	REPLACE_OR
آخرى	أخرى	REPLACE_OH
،	،	UC
و درست	ودرست	MERGE
قليل	قليلا	REPLACE_XC
من	من	UC
اللغة	اللغة	UC
العربية	العربية	UC
	؛	INSERT_PM
لان	لأن	REPLACE_OH
	هناك	INSERT_XM
اختبار	اختبار	UC
في	في	UC
ھذه	هذه	REPLACE_OR
الصف على	المادة في	REPLACE_S
يوم	يوم	UC
الأثنين	الاثنين	REPLACE_OH
!	!	UC

اجيبوا	أجيبوا	REPLACE_OH
عن	عن	UC
الأسئلة	الأسئلة	UC
التالية	التالية	UC
.	.	UC
(	(	UC
20	20	UC
نقاط	نقطة	REPLACE_XN
)	)	UC
	.	INSERT_PM
1	1	UC
.	:	REPLACE_PC
ما	ما	UC
ھو	هو	REPLACE_OR
الحمام	الحمام	UC
؟	؟	UC
وما	وما	UC
	هي	INSERT_XM
النشاطات	النشاطات	UC
الاجتماعية	الاجتماعية	UC
المتعلقة	المتعلقة	UC
به	به	UC
؟	؟	UC
الحمام	الحمام	UC
ھو	هو	REPLACE_OR
مكان	مكان	UC
أنشئته	أنشأته	REPLACE_OR
الحضاره	الحضارة	REPLACE_OT
الإسلامية	الإسلامية	UC
للإستحمام	للاستحمام	REPLACE_OH
.	.	UC
ھدف	هدف	REPLACE_OR
ھذه	هذه	REPLACE_OR
الحمامات	الحمامات	UC
ھي	هي	REPLACE_OR
التقرب	التقرب	UC
إلى	إلى	UC
لله	لله	UC
تعالى	تعالى	UC
.	.	UC
إنه	إنه	UC
عمل	عمل	UC
خيري	خيري	UC
.	.	UC
تستخدم	تستخدم	UC
الحمامات	الحمامات	UC
للإستحمام	للاستحمام	REPLACE_OH
	،	INSERT_PM
كما	كما	UC
أنھا	أنها	REPLACE_OR
مكان	مكان	UC
يجتمع	يجتمع	UC
فيه	فيه	UC
الناس	الناس	UC
للتحدث	للتحدث	UC
والثرثرة	والثرثرة	UC
.	.	UC
يوجد	يوجد	UC
نوعان	نوعان	UC
من	من	UC
الحمامات	الحمامات	UC
:	:	UC
الحمام	حمام	REPLACE_XF
الخاص	خاص	REPLACE_XF
للرجال	للرجال	UC
	،	INSERT_PM
والحمام	وحمام	REPLACE_XF
الخاص	خاص	REPLACE_XF
للنساء	للنساء	UC
.	.	UC
قبل	قبل	UC
حفل	حفل	UC
الزفاف	الزفاف	UC
	،	INSERT_PM
يذھب	يذهب	REPLACE_OR
العروس	العروس	UC
والعريس	والعريس	UC
إلى	إلى	UC
الحمام	الحمام	UC
للإحتفال	للاحتفال	REPLACE_OH
.	،	REPLACE_PC
تأخذ	تأخذ	UC
عادة	عادة	UC
النساء	النساء	UC
أجمل	أجمل	UC
ملابسھن	ملابسهن	REPLACE_OR
لكي	لكي	UC
يلبسوھا	يلبسنها	REPLACE_OR+REPLACE_XG
بعد	بعد	UC
الحمام	الحمام	UC
.	.	UC
2	2	UC
.	:	REPLACE_PC
ما	ما	UC
ھو	هو	REPLACE_OR
الخان	الخان	UC
؟	؟	UC
وما	وما	UC
	هي	INSERT_XM
الخدمات	الخدمات	UC
الاجتماعية	الاجتماعية	UC
التي	التي	UC
يوفرھا	يوفرها	REPLACE_OR
للناس	للناس	UC
؟	؟	UC
الخان	الخان	UC
ھو	هو	REPLACE_OR
مكان	مكان	UC
للإقامة	للإقامة	UC
الغير	الغير	UC
الدائمة	الدائمة	UC
.	.	UC
الخان	الخان	UC
عادة	عادة	UC
يكون	يكون	UC
متواضع	متواضعا	REPLACE_XC
	،	INSERT_PM
ولكن	ولكن	UC
بنى	بنى	UC
بعض	بعض	UC
الأمراء	الأمراء	UC
في	في	UC
السابق	السابق	UC
خانات	خانات	UC
فخمة	فخمة	UC
	.	INSERT_PM
تقام	تقام	UC
الخانات	الخانات	UC
في	في	UC
الأسواق	الأسواق	UC
التجارجية	التجارية	REPLACE_OD
	،	INSERT_PM
عادة	عادة	UC
.		DELETE_PM
يسكن	يسكن	UC
فيھا	فيها	REPLACE_OR
المسافرين	المسافرون	REPLACE_XC
والتجار	والتجار	UC
.	.	UC
الخان	الخان	UC
أيضا	أيضا	UC
مكان	مكان	UC
يستطيع	يستطيع	UC
التاجر	التاجر	UC
والمسافر	والمسافر	UC
ترك	ترك	UC
أموالھا	أموالهما	REPLACE_OM+REPLACE_OR
أو	أو	UC
أغرائضه	أغراضهما	REPLACE_MI+REPLACE_OD
الغالية	الغالية	UC
فيه	فيه	UC
	.	INSERT_PM

خلال	خلال	UC
الأسبوع	الأسبوع	UC
الماضي	الماضي	UC
،	،	UC
مشيت	مشيت	UC
إلى	إلى	UC
الحديقة	حديقة	REPLACE_XF
قريبة	قريبة	UC
من	من	UC
شقتي	شقتي	UC
.	.	UC
خلال	خلال	UC
ھذا	هذا	REPLACE_OR
الوقت	الوقت	UC
،	،	UC
رأيت	رأيت	UC
شوارع	شوارعا	REPLACE_OW
	،	INSERT_PM
وبنايات	وبنايات	UC
	،	INSERT_PM
واشخاص	وأشخاصا	REPLACE_OH+REPLACE_XC
كثيرين	كثيرين	UC
.	.	UC
معظم	معظم	UC
الشوارع	الشوارع	UC
كانوا	كانت	REPLACE_XG+REPLACE_XN
الازدھام	مزدحمة	REPLACE_SW
	،	INSERT_PM
وكنت	وكنت	UC
سعيدة	سعيدة	UC
التي	أني	REPLACE_SW
مسيت	تمشيت	REPLACE_OM+REPLACE_OR
	؛	INSERT_PM
لأنني	لأنني	UC
لا	لا	UC
أحب	أحب	UC
الازدھام	الازدحام	REPLACE_OR
.	.	UC
في	في	UC
الحديقة	الحديقة	UC
،	،	UC
كان	كان	UC
	هناك	INSERT_XM
كلب	كلب	UC
كبير	كبير	UC
	،	INSERT_PM
ولكن	ولكن	UC
الكلب	الكلب	UC
وصاحبه	وصاحبه	UC
جاءا	ذهبا	REPLACE_SW
بعد	بعد	UC
وقت	وقت	UC
قصير	قصير	UC
.	.	UC
في	في	UC
الحديقة	الحديقة	UC
،	،	UC
رايت	رأيت	REPLACE_OH
الجبال	الجبال	UC
في	في	UC
الشرق	الشرق	UC
	،	INSERT_PM
والاشجار	والأشجار	REPLACE_OH
في	في	UC
الغرب	الغرب	UC
.	،	REPLACE_PC
بالاضافة	بالإضافة	REPLACE_OH
إلى	إلى	UC
ذلك	ذلك	UC
،	،	UC
شاھدت	شاهدت	REPLACE_OR
غروب	غروب	UC
الشمس	الشمس	UC
	،	INSERT_PM
بعد	وبعد	REPLACE_MI
	ذلك	INSERT_XM
كل	كل	UC
الناس	الناس	UC
جائوا	رجعوا	REPLACE_SW
إلى	إلى	UC
بيتھم	بيوتهم	REPLACE_OR+REPLACE_XN
.	،	REPLACE_PC
بعد	بعد	UC
ذلك	ذلك	UC
،	،	UC
مشيت	مشيت	UC
إلى	إلى	UC
الشقتي	شقتي القريبة	REPLACE_X
من	من	UC
الحديقة	الحديقة	UC
.	.	UC
في	في	UC
شقتي	شقتي	UC
،	،	UC
تكلمت	تكلمت	UC
مع	مع	UC
عائلتي	عائلتي	UC
بالتليفون	بالتليفون	UC
	،	INSERT_PM
وقرأت	وقرأت	UC
كتاب	كتابا	REPLACE_XC
قبل	قبل	UC
	أن	INSERT_XM
نمت	أنام	REPLACE_MT
.	،	REPLACE_PC
نمت	نمت	UC
الساعة	الساعة	UC
العشرة	العاشرة	REPLACE_OH+REPLACE_OM
ھذه	هذه	REPLACE_OR
الليلة	الليلة	UC
.	.	UC

عطر	عطر	UC
تتألقين	تتألقين	UC
به	به	UC
يوما	يوما	UC
بعد	بعد	UC
يوم	يوم	UC
.	.	UC
رائحة	رائحة	UC
مميزة	مميزة	UC
تجمع	تجمع	UC
بين	بين	UC
رائحة	رائحة	UC
الزنبق	الزنبق	UC
الجميلة	الجميلة	UC
ورائحة	ورائحة	UC
الفاكھة	الفاكهة	REPLACE_OR
الإستوائية	الإستوائية	UC
اشھية	الشهية	REPLACE_OM+REPLACE_OR
.	.	UC
تركيبة	تركيبة	UC
غنية	غنية	UC
لتتركي	تترك	REPLACE_XG+REPLACE_XT
لك	لك	UC
المرطب	المرطب	UC
المعطر	المعطر	UC
مجانا	مجانا	UC
لبشرة	لبشرة	UC
جميلة	جميلة	UC
،	،	UC
Beckham	Beckham	UC
آثارك	أثرك	REPLACE_XN
أينما	أينما	UC
ذھبتي	ذهبت .	REPLACE_OD+REPLACE_OR+REPLACE_PM
والآن	والآن	UC
	،	INSERT_PM
مع	مع	UC
كل	كل	UC
شراء	شراء	UC
عطر	عطر	UC
ورائحة	ورائحة	UC
خلابة	خلابة	UC
.	،	REPLACE_PC
لك	لك	UC
وله	وله	UC
	Beckham	INSERT_XM
.	.	UC
Beckham		DELETE_XM

"	"	UC
غليم	غليم	UC
"	"	UC
معجون	معجون	UC
اسنان	أسنان	REPLACE_OH
احلامك	أحلامك	REPLACE_OH
:	.	REPLACE_PC
ھل	هل	REPLACE_OR
اسنانك	أسنانك	REPLACE_OH
صفراء	صفراء	UC
من	من	UC
التدخين	التدخين	UC
او	أو	REPLACE_OH
شرب	تشرب	REPLACE_OM
القھوة	القهوة	REPLACE_OR
كثيرا	كثيرا	UC
؟	؟	UC
ھل	هل	REPLACE_OR
احلامك	حلمك	REPLACE_OD
منذ	منذ	UC
الطفولة	الطفولة	UC
ان	أن	REPLACE_OH
تبيض	تبيض	UC
اسنانك	أسنانك	REPLACE_OH
أكثر	أكثر	UC
من	من	UC
أخواتك	أخواتك	UC
لكي	لكي	UC
دانت		DELETE_XM
تفوز	تفوز	UC
	أنت	INSERT_XM
قلوب	بقلوب	REPLACE_XM
النساء	النساء	UC
او	أو	REPLACE_OH
الرجال	الرجال	UC
؟	؟	UC
اذا	إذا	REPLACE_OH
ھذا	هذا	REPLACE_OR
يصف	وصف	REPLACE_MT
اليك	لك	REPLACE_OD
،	،	UC
يجب	فيجب	REPLACE_SF
ان	أن	REPLACE_OH
تتجرب	تجرب	REPLACE_OD
معجون	معجون	UC
أسنان	أسنان	UC
إسمه	اسمه	REPLACE_OH
"	"	UC
غليم	غليم	UC
"	"	UC
.	،	REPLACE_PC
نضمن	نضمن	UC
	لك	INSERT_XM
انه	أنه	REPLACE_OH
سيشرق	ستشرق	REPLACE_XG
اسنانك	أسنانك	REPLACE_OH
حتى	وحتى	REPLACE_MI
ابتسامك	ابتسامتك	REPLACE_OM
	ستكون	INSERT_XM
متألق	متألقة	REPLACE_XG
واكثر	وأكثر	REPLACE_OH
بياضا	بياضا	UC
من	من	UC
أصدقائك	أصدقائك	UC
!	!	UC
كل	كل	UC
المكونات	المكونات	UC
طبيعية	طبيعية	UC
وطوابله	وطعمه	REPLACE_SW
نعنع	نعناع	REPLACE_OH+REPLACE_OM
لذيذ	لذيذ	UC
!	!	UC
وإذا	وإذا	UC
اشتريت	اشتريت	UC
"	"	UC
غليم	غليم	UC
"	"	UC
في	في	UC
ھذا	هذا	REPLACE_OR
الاسبوع	الأسبوع	REPLACE_OH
	،	INSERT_PM
تستطيع	تستطيع	UC
ان	أن	REPLACE_OH
تنتھز	تنتهز	REPLACE_OR
الفرصة	فرصة	REPLACE_XF
للحسم	الخصم	REPLACE_SW
-	:	REPLACE_PC
إشتي	اشتر	REPLACE_OH
واحد	واحدا	REPLACE_XC
،	،	UC
اتسل	وتسلم	REPLACE_OM+REPLACE_OR
ثاني	الثاني	REPLACE_XF
مجانيا	مجانيا	UC
!	!	UC
لا	لا	UC
تأخر	تتأخر	REPLACE_OM
!	!	UC

أعتقد	أعتقد	UC
أن	أن	UC
الامن	الأمن	REPLACE_OH
و الاستقرار	والاستقرار	MERGE
للشعب	للشعب	UC
العراقي	العراقي	UC
سيحقق	سيتحققان	REPLACE_OM+REPLACE_XN
،	،	UC
و لكن	ولكن	MERGE
ليس	ليس	UC
غير دغم	إلا بدعم	REPLACE_SW
من	من	UC
العالم	العالم	UC
و الشرق	والشرق	MERGE
الوسط	الأوسط	REPLACE_OM
حصوص ا	خصوصا	UNK
.	.	UC
يوجد	يوجد	UC
مشاكل	مشاكل	UC
سياسة	سياسية	REPLACE_OM
و أجتماعية	واجتماعية	REPLACE_O
في	في	UC
العراق	العراق	UC
	،	INSERT_PM
و دون	ودون	MERGE
الدعم	دعم	REPLACE_XF
من	من	UC
السعودية	السعودية	UC
والاردن	والأردن	REPLACE_OH
	،	INSERT_PM
و مصر	ومصر	MERGE
	،	INSERT_PM
و سورية	وسورية	MERGE
،	،	UC
العيش	العيش	UC
في	في	UC
العراق	العراق	UC
ستغيير	سيتغير	REPLACE_OD+REPLACE_OM
من	من	UC
سيء	سيء	UC
ألى	إلى	REPLACE_OH
أسواء	أسوء	REPLACE_OD
.	.	UC
يوجد	يوجد	UC
متغيرات	متغيرات	UC
كثيرة	كثيرة	UC
في	في	UC
العراق	العراق	UC
	،	INSERT_PM
و الجيش	والجيش	MERGE
الامريكي	الأمريكي	REPLACE_OH
ليست	ليس	REPLACE_XG
عندھا	عنده	REPLACE_OD+REPLACE_OR
المعرفة	المعرفة	UC
ضروري	الضرورية	REPLACE_SW
لأسس	بأسس	REPLACE_MI
الأستقرار	الاستقرار	REPLACE_OH
	؛	INSERT_PM
فلذلك	فلذلك	UC
يجب	يجب	UC
	أن	INSERT_XM
يسعادون	يساعدوا	REPLACE_OR
البلاد	البلاد	UC
من	من	UC
الشرق	الشرق	UC
الوسط	الأوسط	REPLACE_OM
	؛	INSERT_PM
لان	لأنهم	REPLACE_SW
يعرفوا	يعرفون	REPLACE_XC
عن	عن	UC
الثقفة	الثقافة	REPLACE_OH+REPLACE_OM
	،	INSERT_PM
و عن	وعن	MERGE
كل	كل	UC
حجات	احتياجات	REPLACE_SW
الناس	الناس	UC
	.	INSERT_PM
في	في	UC
رأي	رأيي	REPLACE_OM
	،	INSERT_PM
أن	أن	UC
الامريكي	أمريكا	REPLACE_OH+REPLACE_XF
ليست	ليست	UC
عندھا	عندها	REPLACE_OR
قوة	قوة	UC
في	في	UC
العراق	العراق	UC
	،	INSERT_PM
و أن	وأن	MERGE
الايران	إيران	REPLACE_OH+REPLACE_XF
و حزب	وحزب	MERGE
لله	لله	UC
يسيطروا	يسيطران	REPLACE_XN
	على	INSERT_XM
العراق	العراق	UC
قوة	بالقوة	REPLACE_SW
.	.	UC
الامن	الأمن	REPLACE_OH
و الاستقرار	والاستقرار	MERGE
سيحقق	سيتحققان	REPLACE_OM+REPLACE_XN
بعد	بعد	UC
أسس	أسس	UC
دعم	الدعم	REPLACE_XF
الدولة	للدولة	REPLACE_XM
العراب	العربية	REPLACE_OM+REPLACE_OR
فقط	فقط	UC
.	،	REPLACE_PC
سيادة	فالسيادة	REPLACE_SW
مھم	مهمة	REPLACE_SW
بالطبع	بالطبع	UC
	،	INSERT_PM
و لكن	ولكن	MERGE
الاستقرار	الاستقرار	UC
و العيش	والعيش	MERGE
أھم	أهم	REPLACE_OR
.	.	UC

انا	أنا	REPLACE_OH
أعتقد	أعتقد	UC
و أؤمن	وأؤمن	MERGE
ان	أن	REPLACE_OH
توسيع	توسيع	UC
نفذ	نفوذ	REPLACE_OH+REPLACE_OM
الامم	الأمم	REPLACE_OH
المتحدة	المتحدة	UC
في	في	UC
دارفور	دارفور	UC
سيساعد	سيساعد	UC
	على	INSERT_XM
	حل	INSERT_XM
الأزمة	الأزمة	UC
في	في	UC
السودان	السودان	UC
	،	INSERT_PM
و أشعر	وأشعر	MERGE
ذلك	بذلك	REPLACE_XM
بسبب سببين	لسببين	UNK
	،	INSERT_PM
و واحد	وواحد	MERGE
.		DELETE_PM
منھن	منهما	REPLACE_SW
داخلية	داخلي	REPLACE_XG
و الثاني	والثاني	MERGE
خارجية	خارجي	REPLACE_XG
من	من	UC
السودان	السودان	UC
	.	INSERT_PM
اولا	أولا	REPLACE_OH
	،	INSERT_PM
في	في	UC
الماضي	الماضي	UC
المقارب	القريب	REPLACE_OD+REPLACE_OR
	،	INSERT_PM
	رفضت	INSERT_XM
دولة	دولة	UC
السودان	السودان	UC
رفض		DELETE_XM
أي	أية	REPLACE_OM
مساعدة	مساعدة	UC
دولية	دولية	UC
لقصيتھا	لقضيتها	REPLACE_OR
	،	INSERT_PM
و استمرت	واستمرت	MERGE
الازمة	الأزمة	REPLACE_OH
	،	INSERT_PM
فالآن	فالآن	UC
تريد	تريد	UC
السودان	السودان	UC
	،	INSERT_PM
و تفھم	وتفهم	REPLACE_O
حاجتھا	حاجتها	REPLACE_OR
	إلى	INSERT_XM
مساعدة	مساعدة	UC
من	من	UC
الامم	الأمم	REPLACE_OH
